ID,PAYS,PROVINCE,CPROV_SNIS,DIST_ADM,CDA_SNIS,TERRITOIRE,CTER_SNIS,DIST_SA,NOM_ZS,CZS_SNIS,SCE_GEO,Cde_ZS_PUC,Cde_DS_PUC,Nom_DS_PUC,Nom_ZS_PUC,Area,Pop,PopDensity
0,RDC,Kinshasa,01,Lukunga,0104,BANDALUNGWA,010401,Lukunga,Bandalungwa,01040101,OMS,01040101,0104,Lukunga,Bandalungwa,5.91407634827,133623.00000000000,22594.00
0,RDC,Kinshasa,01,Lukunga,0104,SELEMBAO,010405,Lukunga,Selembao,01040501,Div_snis,01040501,0104,Lukunga,Selembao,20.17726151150,256442.00000000000,12709.00
0,RDC,Kinshasa,01,Gombe,0102,GOMBE,010202,Gombe,Gombe,01020201,OMS,01020201,0102,Gombe,Gombe,12.69603799660,22936.00000000000,1806.50
0,RDC,Kinshasa,01,Ndjili,0105,MASINA,010502,Ndjili,Masina II,01050202,Div_snis,01050202,0105,Ndjili,Masina II,33.56891423860,201639.00000000000,6006.70
0,RDC,Kinshasa,01,Ndjili,0105,MASINA,010502,Ndjili,Masina I,01050201,Div_snis,01050201,0105,Ndjili,Masina I,14.50943499480,247010.00000000000,17024.00
0,RDC,Kinshasa,01,Lukunga,0104,KINTAMBO,010403,Lukunga,Kintambo,01040301,OMS,01040301,0104,Lukunga,Kintambo,3.99959485860,124549.00000000000,31140.00
0,RDC,Kinshasa,01,Funa,0101,KASA-VUBU,010102,Funa,Kasa-Vubu,01010201,OMS,01010201,0101,Funa,Kasa-Vubu,3.80260194121,100180.00000000000,26345.00
0,RDC,Kinshasa,01,Funa,0101,NGIRI-NGIRI,010104,Funa,Ngiri-Ngiri,01010401,OMS,01010401,0101,Funa,Ngiri-Ngiri,3.03366705638,119541.00000000000,39404.00
0,RDC,Kinshasa,01,Lukunga,0104,Ngaliema,010402,Lukunga,Binza Meteo,01040201,OMS,01040201,0104,Lukunga,Binza Meteo,47.98526688340,306305.00000000000,6383.30
0,RDC,Kinshasa,01,Lukunga,0104,Ngaliema,010402,Lukunga,Binza Ozone,01040202,OMS,01040202,0104,Lukunga,Binza Ozone,20.56863213770,286486.00000000000,13928.00
0,RDC,Bandundu,03,Kwilu,0304,Bagata,030401,Kwilu,Kikongo,03040102,OMS,03040102,0304,Kwilu,Kikongo,6236.72921501000,137308.00000000000,22.02
0,RDC,Kinshasa,01,Lukunga,0104,MONT NGAFULA,010404,Lukunga,Mont Ngafula II,01040402,OMS,01040402,0104,Lukunga,Mont Ngafula II,119.93538228800,105341.00000000000,878.31
0,RDC,Bas-Congo,02,Lukaya,0204,KASANGULU,020401,Lukaya,Sona-Bata,02040102,OMS,02040102,0204,Lukaya,Sona-Bata,3232.06074751000,95312.00000000000,29.49
0,RDC,Kinshasa,01,Nsele,0106,NSELE,010602,Nsele,Nsele,01060201,OMS,01060201,0106,Nsele,Nsele,827.17469022800,128211.00000000000,155.00
0,RDC,Katanga,09,Kolwezi,0903,MUTSHATSHA,090304,Kolwezi,Lualaba,09030402,OMS,09030402,0903,Kolwezi,Lualaba,7853.04199323000,86428.00000000000,11.01
76,RDC,Kasai Occidental,10,Tshikapa,1002,KANZALA,100203,Tshikapa,Kanzala,10020301,OMS,10020301,,Tshikapa,Kanzala,61.88156034560,202463.00000000000,3271.70
76,RDC,Kasai Occidental,10,Tshikapa,1002,DIBUMBA,100201,Tshikapa,Tshikapa,10020101,OMS,10020101,,Tshikapa,Tshikapa,33.01856304010,307388.00000000000,9309.50
0,RDC,Kinshasa,01,Ndjili,0105,KIMBANSEKE,010501,Ndjili,Kingasani,01050104,Div_snis,01050104,0105,Ndjili,Kingasani,9.40315998806,144909.00000000000,15410.00
0,RDC,Kinshasa,01,Ndjili,0105,KIMBANSEKE,010501,Ndjili,Kimbanseke,01050103,Div_snis,01050103,0105,Ndjili,Kimbanseke,17.81902159460,204851.00000000000,11496.00
0,RDC,Equateur,04,SUD-UBANGI,0406,GEMENA,040602,Sud-Ubangi,Bwamanda,04060203,OMS,04060203,0406,Sud-Ubangi,Bwamanda,3380.71941693000,193516.00000000000,57.24
0,RDC,Equateur,04,SUD-UBANGI,0406,KUNGU,040603,Sud-Ubangi,Kungu,04060303,OMS,04060303,0406,Sud-Ubangi,Kungu,4339.02994703000,185467.00000000000,42.74
0,RDC,Equateur,04,EQUATEUR,0402,BOLOMBA,040203,Equateur,Lolanga Mampoko,04020302,OMS,04020302,0402,Equateur,Mampoko,5218.20390811000,77321.00000000000,14.82
0,RDC,Equateur,04,EQUATEUR,0402,BIKORO,040202,Equateur,Ntondo,04020203,OMS,04020203,0402,Equateur,Ntondo,3566.78458569000,53204.00000000000,14.92
0,RDC,Equateur,04,EQUATEUR,0402,BIKORO,040202,Equateur,Iboko,04020202,OMS,04020202,0402,Equateur,Iboko,3031.26397964000,80027.00000000000,26.40
0,RDC,Equateur,04,EQUATEUR,0402,INGENDE,040205,Equateur,Ingende,04020501,OMS,04020501,0402,Equateur,Ingende,4833.07489324000,122404.00000000000,25.33
0,RDC,Equateur,04,Mbandaka,0401,WANGATA,040102,Mbandaka,Bolenge,04010201,OMS,04010201,0401,Mbandaka,Bolenge,310.72814984000,71495.00000000000,230.09
0,RDC,Equateur,04,EQUATEUR,0402,BOLOMBA,040203,Equateur,Monieka,04020303,OMS,04020303,0402,Equateur,Monieka,5930.54952270000,,
0,RDC,Equateur,04,EQUATEUR,0402,INGENDE,040205,Equateur,Lotumbe,04020502,OMS,04020502,0402,Equateur,Motumbe,12120.91864350000,100171.00000000000,8.26
0,RDC,Equateur,04,EQUATEUR,0402,BOLOMBA,040203,Equateur,Bolomba,04020301,OMS,04020301,0402,Equateur,Bolomba,12498.52726580000,227832.00000000000,18.23
0,RDC,Equateur,04,TSHUAPA,0404,BOENDE,040402,Tshuapa,Boende,04040201,OMS,04040201,0404,Tshuapa,Boende,10645.97125620000,61136.00000000000,5.74
0,RDC,Equateur,04,TSHUAPA,0404,BOENDE,040402,Tshuapa,Wema,04040202,OMS,04040202,0404,Tshuapa,Wema,7962.91438025000,91079.00000000000,11.44
0,RDC,Equateur,04,TSHUAPA,0404,BOKUNGU,040403,Tshuapa,Bosanga,04040302,OMS,04040302,0404,Tshuapa,Bosanga,4175.65574153000,71278.00000000000,17.07
0,RDC,Equateur,04,TSHUAPA,0404,BOKUNGU,040403,Tshuapa,Bokungu,04040301,OMS,04040301,0404,Tshuapa,Bokungu,8101.79660329000,130331.00000000000,16.09
0,RDC,Equateur,04,TSHUAPA,0404,BEFALE,040401,Tshuapa,Mompono,04040102,OMS,04040102,0404,Tshuapa,Mompono,5031.53313202000,112376.00000000000,22.33
0,RDC,Equateur,04,NORD UBANGI,0405,BUSINGA,040502,Nord-Ubangi,Loko,04050203,OMS,04050203,0405,Nord-Ubangi,Loko,5052.75994674000,111220.00000000000,22.01
0,RDC,Equateur,04,SUD-UBANGI,0406,BUDJALA,040601,Sud-Ubangi,Bangabola,04060101,OMS,04060101,0406,Sud-Ubangi,Bangabola,2483.42242265000,95617.00000000000,38.50
0,RDC,Equateur,04,MONGALA,0403,BONGANDANGA,040301,Mongala,Bosomondanda,04030102,OMS,04030102,0403,Mongala,Boso Mondanda,3495.45080364000,121572.00000000000,34.78
0,RDC,Equateur,04,SUD-UBANGI,0406,BUDJALA,040601,Sud-Ubangi,Budjala,04060102,OMS,04060102,0406,Sud-Ubangi,Budjala,4560.71641625000,103542.00000000000,22.70
0,RDC,Equateur,04,MONGALA,0403,LISALA,040303,Mongala,Binga,04030301,OMS,04030301,0403,Mongala,Binga,4675.43289748000,233716.00000000000,49.99
0,RDC,Equateur,04,EQUATEUR,0402,BOMONGO,040204,Equateur,Makanza,04020403,OMS,04020403,0402,Equateur,Makanza,7042.15185238000,96537.00000000000,13.71
0,RDC,Equateur,04,MONGALA,0403,BUMBA,040302,Mongala,Yamaluka,04030203,OMS,04030203,0403,Mongala,Yamaluka,4234.99006820000,109208.00000000000,25.79
0,RDC,Equateur,04,MONGALA,0403,LISALA,040303,Mongala,Bosomanzi,04030302,OMS,04030302,0403,Mongala,Boso Manzi,5772.28075152000,116782.00000000000,20.23
0,RDC,Equateur,04,NORD UBANGI,0405,BUSINGA,040502,Nord-Ubangi,Karawa,04050202,OMS,04050202,0405,Nord-Ubangi,Karawa,4003.07623020000,205044.00000000000,51.22
0,RDC,Equateur,04,SUD-UBANGI,0406,GEMENA,040602,Sud-Ubangi,Bominenge,04060202,OMS,04060202,0406,Sud-Ubangi,Bominenge,2282.80463470000,132693.00000000000,58.13
0,RDC,Equateur,04,SUD-UBANGI,0406,GEMENA,040602,Sud-Ubangi,Gemena,04060204,OMS,04060204,0406,Sud-Ubangi,Gemena,1782.95652660000,285072.00000000000,159.89
0,RDC,Equateur,04,SUD-UBANGI,0406,BUDJALA,040601,Sud-Ubangi,Mbaya,04060104,OMS,04060104,0406,Sud-Ubangi,Mbaya,2807.78303545000,56230.00000000000,20.03
0,RDC,Equateur,04,SUD-UBANGI,0406,BUDJALA,040601,Sud-Ubangi,Bulu,04060103,OMS,04060103,0406,Sud-Ubangi,Bulu,1824.44237427000,113863.00000000000,62.41
0,RDC,Equateur,04,SUD-UBANGI,0406,GEMENA,040602,Sud-Ubangi,Tandala,04060205,OMS,04060205,0406,Sud-Ubangi,Tandala,1839.89605433000,232633.00000000000,126.44
0,RDC,Maniema,07,Maniema,0702,KIBOMBO,070204,MN Sud,Kibombo,07020401,OMS,0702C0701,0702C,Maniema Sud,Kibombo,12587.50042490000,62408.00000000000,4.96
0,RDC,Maniema,07,Kindu,0701,KASUKU ET MIKELENGE,070102,Kindu,Kindu,07010201,OMS,07010201,0701,Kindu,Kindu,243.52632347400,158772.00000000000,651.97
0,RDC,Maniema,07,Kindu,0701,ALUNGULI,070101,Kindu,Alunguli,07010101,OMS,07010101,0701,Kindu,Alunguli,71.26781608400,69462.00000000000,974.66
0,RDC,Kinshasa,01,Lukunga,0104,SELEMBAO,010401,Lukunga,Kokolo,01040102,OMS,01040102,0104,Lukunga,Kokolo,1.26180117943,208764.00000000000,165449.00
0,RDC,Kinshasa,01,Gombe,0102,LINGWALA,010204,Gombe,Police,01020402,OMS,01020402,0102,Gombe,Police,0.08324213127,93161.00000000000,111915.00
0,RDC,Province Orienta,05,Kisangani,0501,Makiso,050105,Kisangani,Makiso-Kisangani,05010501,Div_snis,05010501,0501,Kisangani,Makiso-Kisangani,500.69183981900,154977.00000000000,309.53
0,RDC,Province Orienta,05,Kisangani,0501,Mangobo,050101,Kisangani,Mangobo,05010101,Div_snis,05010101,0501,Kisangani,Mangobo,108.65954533500,156066.00000000000,1436.20
0,RDC,Province Orienta,05,Kisangani,0501,Kabondo,050103,Kisangani,Kabondo,05010301,Div_snis,05010301,0501,Kisangani,Kabondo,265.73871235700,136214.00000000000,512.59
0,RDC,Province Orienta,05,Kisangani,0501,Tshopo,050104,Kisangani,Tshopo,05010401,Div_snis,05010401,0501,Kisangani,Tshopo,435.02454728300,110146.00000000000,253.19
0,RDC,Katanga,09,Lualaba,0905,DILOLO,090502,Lualaba,Kafakumba,09050201,OMS,09050301,0905,Lualaba,Kafakumba,10905.38833000000,80084.00000000000,7.34
0,RDC,Katanga,09,Haut Lomami,0902,KANIAMA,090204,Haut Lomami,Kaniama,09020401,OMS,09020401,0902,Haut-Lomami,Kaniama,13815.42292680000,239947.00000000000,17.37
0,RDC,Katanga,09,Tanganika,0907,KALEMIE,090702,Tanganika,Kalemie,09070201,OMS,09070201,0907,Tanganika,Kalemie,12963.22795530000,225704.00000000000,17.41
0,RDC,Katanga,09,Tanganika,0907,MOBA,090705,Tanganika,Kansimba,09070501,OMS,09070501,0907,Tanganika,Kansimba,9705.86137674000,138846.00000000000,14.31
0,RDC,Katanga,09,Haut Katanga,0901,PWETO,090104,Haut Katanga,Pweto,09010402,OMS,09010502,0901,Haut-Katanga,Pweto,9442.37600409000,174183.00000000000,18.45
0,RDC,Katanga,09,Haut Lomami,0902,BUKAMA,090201,Haut Lomami,Butumba,09020102,OMS,09020102,0902,Haut-Lomami,Butumba,5611.30507171000,160872.00000000000,28.67
0,RDC,Katanga,09,Haut Lomami,0902,BUKAMA,090201,Haut Lomami,Kinkondja,09020104,OMS,09020104,0902,Haut-Lomami,Kinkondja,4550.75815399000,205854.00000000000,45.24
0,RDC,Katanga,09,Haut Katanga,0901,KASENGA,090102,Haut Katanga,Lukafu,09010202,OMS,09010202,0901,Haut-Katanga,Lukafu,7645.26469952000,76161.00000000000,9.96
0,RDC,Katanga,09,Haut Katanga,0901,MITWABA,090105,Likasi,Mufunga Sampwe,09010503,OMS,09010302,0901,Haut-Katanga,Mufunga,10752.69202750000,,
0,RDC,Katanga,09,Haut Katanga,0901,PWETO,090104,Haut Katanga,Kilwa,09010401,OMS,09010501,0901,Haut-Katanga,Kilwa,12979.23858050000,73079.00000000000,5.63
0,RDC,Katanga,09,Haut Lomami,0902,KAMINA,090203,Haut Lomami,Baka,09020301,OMS,09020301,0902,Haut-Lomami,Baka,7288.33955783000,25231.00000000000,3.46
0,RDC,Katanga,09,Tanganika,0907,MANONO,090704,Tanganika,Kiyambi,09070402,OMS,09070402,0907,Tanganika,Kiyambi,16517.06249160000,134032.00000000000,8.11
0,RDC,Katanga,09,Tanganika,0907,MANONO,090704,Tanganika,Manono,09070403,OMS,09070403,0907,Tanganika,Manono,9518.23014861000,224897.00000000000,23.63
0,RDC,Katanga,09,Likasi,0904,KIKULA,090401,Likasi,Kikula,09040101,OMS,09040101,0904,Likasi,Kikula,1210.62310715000,173394.00000000000,143.23
0,RDC,Katanga,09,Haut Katanga,0901,KAMBOVE,090101,Likasi,Kapolowe,09010102,OMS,09010102,0901,Haut-Katanga,Kapolowe,4197.66960401000,124738.00000000000,29.72
0,RDC,Katanga,09,Likasi,0904,LIKASI,090402,Likasi,Likasi,09040201,OMS,09040201,0904,Likasi,Likasi,944.28094384400,93623.00000000000,99.15
0,RDC,Katanga,09,Likasi,0904,PANDA,090403,Likasi,Panda,09040301,OMS,09040301,0904,Likasi,Panda,841.63321029100,66002.00000000000,78.42
0,RDC,Katanga,09,Kolwezi,0903,LUBUDI,090302,Kolwezi,Fungurume,09030202,OMS,09030202,0903,Kolwezi,Fungurume,3617.79036982000,99129.00000000000,27.40
0,RDC,Maniema,07,Maniema,0702,KASONGO,070203,MN Sud,Samba,07020303,OMS,0702C0503,0702C,Maniema Sud,Samba,7334.30113078000,,
0,RDC,Maniema,07,Maniema,0702,KASONGO,070203,MN Sud,Kasongo,07020301,OMS,0702C0501,0702C,Maniema Sud,Kasongo,5553.69780206000,104655.00000000000,18.84
0,RDC,Maniema,07,Maniema,0702,KASONGO,070203,MN Sud,Kunda,07020302,OMS,0702C0502,0702C,Maniema Sud,Kunda,3752.66004239000,68702.00000000000,18.31
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Shabunda,060206,SK Ouest,Mulungu,06020603,OMS,0602D0603,,SK Ouest,Mulungu,8215.83380157000,123897.00000000000,15.08
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Walungu,060208,SK Centre,Kaniola,06020801,OMS,0602A0801,,SK Centre,Kaniola,1329.94684581000,149325.00000000000,112.28
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Kalehe,060204,SK Nord,Kalonge,06020402,OMS,0602B0402,,SK Nord,Kalonge,901.89528730900,127220.00000000000,141.06
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Kabare,060203,SK Nord,Miti-Murhesa,06020303,OMS,0602B0303,,SK Nord,Miti-Murhesa,274.91985792800,174386.00000000000,634.32
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Kalehe,060204,SK Nord,Bunyakiri,06020401,OMS,0602B0401,,SK Nord,Bunyakiri,1615.07770121000,129254.00000000000,80.03
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Kalehe,060204,SK Nord,Kalehe,06020403,OMS,0602B0403,,SK Nord,Kalehe,844.60469530000,140824.00000000000,166.73
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Uvira,060207,SK Sud,Uvira,06020704,OMS,0602C0704,,SK Sud,Uvira,414.35174389200,236147.00000000000,569.92
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Mwenga,060205,SK Ouest,Kitutu,06020503,OMS,0602D0503,,SK Ouest,Kitutu,2448.83834306000,111955.00000000000,45.72
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Mwenga,060205,SK Ouest,Kamituga,06020502,OMS,0602D0502,,SK Ouest,Kamituga,2236.48371612000,134284.00000000000,60.04
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Mwenga,060205,SK Ouest,Mwenga,06020505,OMS,0602D0505,,SK Ouest,Mwenga,2509.51258037000,108193.00000000000,43.11
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Mwenga,060205,SK Sud,Itombwe,06020501,OMS,0602C0501,,SK Sud,Itombwe,3474.05454340000,74295.00000000000,21.39
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Fizi,060201,SK Sud,Minembwe,06020103,OMS,0602C0103,,SK Sud,Minembwe,1402.57498383000,68944.00000000000,49.16
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Fizi,060201,SK Sud,Nundu,06020104,OMS,0602C0104,,SK Sud,Nundu,1241.57974222000,184999.00000000000,149.00
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Uvira,060207,SK Sud,Ruzizi,06020703,OMS,0602C0703,,SK Sud,Ruzizi,473.98227774800,136376.00000000000,287.72
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Uvira,060207,SK Sud,Lemera,06020702,OMS,0602C0702,,SK Sud,Lemera,722.51261527300,137781.00000000000,190.70
0,RDC,Maniema,07,Maniema,0702,KABAMBARE,070201,MN Sud,Saramabila,07020103,OMS,0702C0603,0702C,Maniema Sud,Saramabila,4384.40971534000,,
0,RDC,Maniema,07,Maniema,0702,PANGI,070206,MN Centre,Kampene,07020602,OMS,0702A0202,0702A,Maniema Centre,Kampene,5947.74960233000,160592.00000000000,27.00
0,RDC,Katanga,09,Tanganika,0907,KALEMIE,090702,Tanganika,Nyemba,09070202,OMS,09070202,0907,Tanganika,Nyemba,8191.59837421000,171499.00000000000,20.94
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Fizi,060201,SK Sud,Fizi,06020101,OMS,0602C0101,,SK Sud,Fizi,5238.21634479000,242864.00000000000,46.36
0,RDC,Katanga,09,Tanganika,0907,NYUNZU,090706,Tanganika,Nyunzu,09070601,OMS,09070601,0907,Tanganika,Nyunzu,15741.37929380000,189646.00000000000,12.05
0,RDC,Sud Kivu,06,Sud-Kivu,0602,Fizi,060201,SK Sud,Kimbi Lulenge,06020102,OMS,0602C0102,,SK Sud,Kimbi Lulenge,3817.36711448000,166245.00000000000,43.55
0,RDC,Maniema,07,Maniema,0702,KABAMBARE,070201,MN Sud,Kabambare,07020101,OMS,0702C0601,0702C,Maniema Sud,Kabambare,10325.39085540000,124141.00000000000,12.02
0,RDC,Maniema,07,Maniema,0702,PANGI,070206,MN Centre,Pangi,07020603,OMS,0702A0203,0702A,Maniema Centre,Pangi,4484.42173768000,126866.00000000000,28.29
0,RDC,Maniema,07,Maniema,0702,PANGI,070206,MN Centre,Kalima,07020601,OMS,0702A0201,0702A,Maniema Centre,Kalima,3981.38885868000,101472.00000000000,25.49
0,RDC,Equateur,04,NORD UBANGI,0405,YAKOMA,040503,Nord-Ubangi,Wasolo,04050303,OMS,04050503,0405,Nord-Ubangi,Wasolo,6268.63368954000,,
0,RDC,Province Orienta,05,Tshopo,0502,Basoko,050201,Tshopo Lomam,Yalimbongo,05020103,OMS,0502B0103,0502B,Tshopo Lomami,Yalimbongo,9445.36122160000,73106.00000000000,7.74
0,RDC,Province Orienta,05,Bas-Uele,0503,Aketi,050302,Buta,Aketi,05030201,OMS,0503A0201,0503A,Buta,Aketi,14251.63736900000,113575.00000000000,7.97
0,RDC,Equateur,04,MONGALA,0403,BUMBA,040302,Mongala,Lolo,04030202,OMS,04030202,0403,Mongala,Lolo,2773.35498778000,123824.00000000000,44.65
0,RDC,Equateur,04,MONGALA,0403,BUMBA,040302,Mongala,Yamongili,04030205,OMS,04030205,0403,Mongala,Yamongili,1958.37397299000,125521.00000000000,64.09
0,RDC,Equateur,04,NORD UBANGI,0405,YAKOMA,040503,Nord-Ubangi,Abuzi,04050301,OMS,04050501,0405,Nord-Ubangi,Abuzi,6180.76476588000,120577.00000000000,19.51
0,RDC,Equateur,04,MONGALA,0403,BUMBA,040302,Mongala,Yambuku,04030204,OMS,04030204,0403,Mongala,Yambuku,5536.52252950000,231647.00000000000,41.84
0,RDC,Equateur,04,NORD UBANGI,0405,YAKOMA,040503,Nord-Ubangi,Wapinda,04050302,OMS,04050502,0405,Nord-Ubangi,Wapinda,1810.03158166000,,
0,RDC,Equateur,04,MONGALA,0403,BONGANDANGA,040301,Mongala,Bosondjo,04030103,OMS,04030103,0403,Mongala,Bosondjo,4030.44711433000,199002.00000000000,49.37
0,RDC,Equateur,04,MONGALA,0403,BUMBA,040302,Mongala,Bumba,04030201,OMS,04030201,0403,Mongala,Bumba,1430.62438963000,176188.00000000000,123.15
0,RDC,Equateur,04,TSHUAPA,0404,DJOLU,040404,Tshuapa,Lingomo,04040402,OMS,04040402,0404,Tshuapa,Lingomo,8228.79474017000,100274.00000000000,12.19
0,RDC,Equateur,04,TSHUAPA,0404,IKELA,040405,Tshuapa,Mondombe,04040502,OMS,04040502,0404,Tshuapa,Mondombe,7737.61017252000,111906.00000000000,14.46
0,RDC,Equateur,04,TSHUAPA,0404,DJOLU,040404,Tshuapa,Djolu,04040401,OMS,04040401,0404,Tshuapa,Djolu,10623.34858680000,180600.00000000000,17.00
0,RDC,Province Orienta,05,Tshopo,0502,Bafwasende,050207,Tshopo Lindi,Opienge,05020702,OMS,0502A0702,0502A,Tshopo Lindi,Opienge,22685.66113670000,53481.00000000000,2.36
0,RDC,Maniema,07,Maniema,0702,LUBUTU,070205,MN Nord,Obokote,07020502,OMS,0702B0302,0702B,Maniema Nord,Obokote,5352.71139452000,231515.00000000000,43.25
0,RDC,Province Orienta,05,Tshopo,0502,Ubundu,050205,Tshopo Lindi,Lowa,05020501,OMS,0502A0501,0502A,Tshopo Lindi,Lowa,15034.95443220000,106527.00000000000,7.09
0,RDC,Province Orienta,05,Tshopo,0502,Ubundu,050205,Tshopo Lindi,Wanierukula,05020503,OMS,0502A0503,0502A,Tshopo Lindi,Wanierukula,14311.96719340000,75761.00000000000,5.29
0,RDC,Maniema,07,Maniema,0702,LUBUTU,070205,MN Nord,Lubutu,07020501,OMS,0702B0301,0702B,Maniema Nord,Lubutu,10559.44868830000,184425.00000000000,17.47
0,RDC,Bandundu,03,Kwango,0303,Kasongo Lunda,030303,Kwango,Kitenda,03030302,OMS,03030302,0303,Kwango,Kitenda,5506.46212916000,85462.00000000000,15.52
0,RDC,Bandundu,03,Kwango,0303,Kasongo-Lunda,030303,Kwango,Kasongo Lunda,03030301,OMS,03030301,0303,Kwango,Kasongo Lunda,2954.34778557000,126398.00000000000,42.78
0,RDC,Bandundu,03,Kwango,0303,Popokabaka,030305,Kwango,Popokabaka,03030501,OMS,03030501,0303,Kwango,Popokabaka,6281.68398914000,146025.00000000000,23.25
0,RDC,Bas-Congo,02,Lukaya,0204,Kimvula,020402,Lukaya,Kimvula,02040201,OMS,02040201,0204,Lukaya,Kimvula,3871.91497208000,67468.00000000000,17.42
0,RDC,Kinshasa,01,Nsele,0106,MALUKU,010601,Nsele,Maluku I,01060101,OMS,01060101,0106,Nsele,Maluku II,5426.97665508000,133083.00000000000,24.52
0,RDC,Bas-Congo,02,Cataractes,0203,SONGOLOLO,020303,Cataractes,Kimpese,02030301,OMS,02030301,0203,Cataractes,Kimpese,3579.41598519000,152426.00000000000,42.58
0,RDC,Bas-Congo,02,Cataractes,0203,SONGOLOLO,020303,Cataractes,Nsona Mpangu,02030302,OMS,02030302,0203,Cataractes,Nsona-Mpangu,4534.47185540000,97517.00000000000,21.51
0,RDC,Bas-Congo,02,Bas-Fleuve,0201,LUKULA,020101,Bas-Fleuve,Kangu,02010101,OMS,02010101,0201,Bas-Fleuve,Kangu,1355.19658383000,92254.00000000000,68.07
0,RDC,Bas-Congo,02,Bas-Fleuve,0201,TSHELA,020103,Bas-Fleuve,Kuimba,02010303,OMS,02010303,0201,Bas-Fleuve,Kuimba,650.03373807000,85231.00000000000,131.12
0,RDC,Bas-Congo,02,Bas-Fleuve,0201,TSHELA,020103,Bas-Fleuve,Kinkonzi,02010301,OMS,02010301,0201,Bas-Fleuve,Kinkonzi,1072.59371790000,61619.00000000000,57.45
0,RDC,Bas-Congo,02,Cataractes,0203,LUOZI,020301,Cataractes,Mangembo,02030103,OMS,02030103,0203,Cataractes,Mangembo,2292.36573153000,64472.00000000000,28.12
0,RDC,Bas-Congo,02,Cataractes,0203,MBANZA NGUNGU,020302,Cataractes,Gombe-Matadi,02030202,OMS,02030202,0203,Cataractes,Gombe-Matadi,2734.78939100000,91431.00000000000,33.43
0,RDC,Bas-Congo,02,Lukaya,0204,KASANGULU,020401,Lukaya,Masa,02040101,OMS,02040101,0204,Lukaya,Masa,584.68566550300,90600.00000000000,154.96
0,RDC,Equateur,04,Equateur,0402,LUKOLELA,040206,Equateur,Irebu,04020602,OMS,04020602,0402,Equateur,Irebu,1057.02399075000,30307.00000000000,28.67
0,RDC,Equateur,04,Equateur,0402,BIKORO,040202,Equateur,Bikoro,04020201,OMS,04020201,0402,Equateur,Bikoro,5284.91492240000,124608.00000000000,23.58
0,RDC,Equateur,04,Equateur,0402,LUKOLELA,040206,Equateur,Lukolela,04020601,OMS,04020601,0402,Equateur,Lukolela,7486.62554536000,119462.00000000000,15.96
0,RDC,Equateur,04,SUD-UBANGI,0406,KUNGU,040603,Sud-Ubangi,Bokonzi,04060301,OMS,04060301,0406,Sud-Ubangi,Bokonzi,6398.41372609000,172523.00000000000,26.96
0,RDC,Equateur,04,Equateur,0402,BOMONGO,040204,Equateur,Bomongo,04020401,OMS,04020401,0402,Equateur,Bomongo,10790.87751190000,94260.00000000000,8.74
0,RDC,Equateur,04,Equateur,0402,BOMONGO,040204,Equateur,Lilanga Bobangi,04020402,OMS,04020402,0402,Equateur,Lilanga Bobangi,5851.35508347000,71039.00000000000,12.14
0,RDC,Equateur,04,SUD-UBANGI,0406,LIBENGE,040604,Sud-Ubangi,Mawuya,04060402,OMS,04060402,0406,Sud-Ubangi,Mawuya,3590.10963446000,131043.00000000000,36.50
0,RDC,Equateur,04,ZONGO,0408,ZONGO,040801,Zongo,Zongo,04080101,OMS,04070101,0407,Zongo,Zongo,765.78092771800,,
0,RDC,Equateur,04,SUD-UBANGI,0406,LIBENGE,040604,Sud-Ubangi,Libenge,04060401,OMS,04060401,0406,Sud-Ubangi,Libenge,9132.40354940000,183229.00000000000,20.06
0,RDC,Equateur,04,NORD UBANGI,0405,BOSOBOLO,040501,Nord-Ubangi,Bili,04050101,OMS,04050101,0405,Nord-Ubangi,Bili,5736.12999854000,127556.00000000000,22.24
0,RDC,Equateur,04,GBADOLITE,0407,GBADOLITE,040701,Nord-Ubangi,Gbadolite,04070101,OMS,04050301,0405,Nord-Ubangi,Gbadolite,1259.58943000000,58178.00000000000,46.19
0,RDC,Equateur,04,NORD UBANGI,0405,MOBAYI MBONGO,040504,Nord-Ubangi,Mobayi Mbongo,04050401,OMS,04050401,0405,Nord-Ubangi,Mobayi Mbongo,8598.71061863000,92694.00000000000,10.78
0,RDC,Equateur,04,NORD UBANGI,0405,YAKOMA,040503,Nord-Ubangi,Yakoma,04050304,OMS,04050504,0405,Nord-Ubangi,Yakoma,2055.41998998000,,
