X,Y,scalerank,natscale,labelrank,featurecla,name,namepar,namealt,diffascii,nameascii,adm0cap,capalt,capin,worldcity,megacity,sov0name,sov_a3,adm0name,adm0_a3,adm1name,iso_a2,note,latitude,longitude,changed,namediff,diffnote,pop_max,pop_min,pop_other,rank_max,rank_min,geonameid,meganame,ls_name,ls_match,checkme,ID,PAYS,PROVINCE,CPROV_SNIS,DIST_ADM,CDA_SNIS,TERRITOIRE,CTER_SNIS,DIST_SA,NOM_ZS,CZS_SNIS,SCE_GEO,Cde_ZS_PUC,Cde_DS_PUC,Nom_DS_PUC,Nom_ZS_PUC,Area,Pop,PopDensity,COUNT
20.609997516571468,-4.31959552115967,7,20,3,Populated place,Ilebo,,,0,Ilebo,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Kasa-Occidental,CD,,-4.31959552116,20.60999751660,0.00000000000,0,,107093,35158,35158,9,7,215976.00000000000,,Ilebo,1,0,0.000000000000000,RDC,Kasai Occidental,10,Kasai,1003,Ilebo,100304,Kasai,Ilebo,10030402,Div_snis,10030402,,Kasa,Ilebo,929.00194990400,147000.00000000000,158.23,1
12.354997516538447,-5.922908509447382,7,20,3,Populated place,Moanda,,,0,Moanda,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Bas-Congo,CD,,-5.92290850945,12.35499751650,0.00000000000,0,,153915,153915,155079,9,9,-1.00000000000,,Moanda1,1,0,0.000000000000000,RDC,Bas-Congo,02,Boma,0202,MOANDA,020202,Boma,Moanda,02020203,OMS,02020203,0202,Boma,Moanda,1234.20980444000,123917.00000000000,100.40,1
14.433320270453123,-5.549597962570886,7,20,3,Populated place,Kimpese,,,0,Kimpese,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Bas-Congo,CD,,-5.54959796257,14.43332027050,4.00000000000,0,Changed scale rank.,10578,10578,0,6,6,-1.00000000000,,Kimpese,1,0,0.000000000000000,RDC,Bas-Congo,02,Cataractes,0203,SONGOLOLO,020303,Cataractes,Kimpese,02030301,OMS,02030301,0203,Cataractes,Kimpese,3579.41598519000,152426.00000000000,42.58,1
15.179993040638294,-4.579579652020072,7,20,3,Populated place,Kasangulu,,,0,Kasangulu,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Bas-Congo,CD,,-4.57957965202,15.17999304060,4.00000000000,0,Changed scale rank.,27961,17329,20318,7,6,2315057.00000000000,,Kasangulu,1,0,0.000000000000000,RDC,Bas-Congo,02,Lukaya,0204,KASANGULU,020401,Lukaya,Masa,02040101,OMS,02040101,0204,Lukaya,Masa,584.68566550300,90600.00000000000,154.96,1
14.860012571886955,-5.249616273116601,7,20,3,Populated place,Mbanza-Ngungu,,,0,Mbanza-Ngungu,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Bas-Congo,CD,,-5.24961627312,14.86001257190,0.00000000000,0,,197545,86356,167922,9,8,2312888.00000000000,,Mbanza-Ngungu,1,0,0.000000000000000,RDC,Bas-Congo,02,Cataractes,0203,MBANZA NGUNGU,020302,Cataractes,Mbanza-Ngungu,02030205,OMS,02030205,0203,Cataractes,Mbanza-Ngungu,427.15178299000,106417.00000000000,249.13,1
12.930001178650059,-4.969581686526851,7,20,3,Populated place,Tshela,,,0,Tshela,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Bas-Congo,CD,,-4.96958168653,12.93000117870,0.00000000000,0,,38845,947,947,7,2,2311127.00000000000,,Tshela,1,0,0.000000000000000,RDC,Bas-Congo,02,Bas-Fleuve,0201,TSHELA,020103,Bas-Fleuve,Kizu,02010302,OMS,02010302,0201,Bas-Fleuve,Kizu,323.69733523700,58038.00000000000,179.30,1
28.432517454753906,-3.038226706050466,7,20,3,Populated place,Mwenga,,,0,Mwenga,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Sud-Kivu,CD,,-3.03822670605,28.43251745480,0.00000000000,0,,2216,2216,50891,4,4,-1.00000000000,,Mwenga,1,0,0.000000000000000,RDC,Sud Kivu,06,Sud-Kivu,0602,Mwenga,060205,SK Ouest,Mwenga,06020505,OMS,0602D0505,,SK Ouest,Mwenga,2509.51258037000,108193.00000000000,43.11,1
26.670041055007175,-3.599536113604699,7,20,3,Populated place,Kampene,,,0,Kampene,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Maniema,CD,,-3.59953611360,26.67004105500,0.00000000000,0,,37034,2405,2405,7,4,214575.00000000000,,Kampene,1,0,0.000000000000000,RDC,Maniema,07,Maniema,0702,PANGI,070206,MN Centre,Kampene,07020602,OMS,0702A0202,0702A,Maniema Centre,Kampene,5947.74960233000,160592.00000000000,27.00,1
26.430004027011421,-2.50957680370459,7,20,3,Populated place,Kalima,,,0,Kalima,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Maniema,CD,,-2.50957680370,26.43000402700,0.00000000000,0,,194,194,0,1,1,-1.00000000000,,Kalima,1,0,0.000000000000000,RDC,Maniema,07,Maniema,0702,KAILO,070202,MN Centre,Kailo,07020201,OMS,0702A0101,0702A,Maniema Centre,Kailo,23135.68393720000,119726.00000000000,5.17,1
26.583328001621453,-0.732889385077669,7,20,3,Populated place,Lubutu,,,0,Lubutu,0.00000000000,0.00000000000,,0.00000000000,0,Congo (Kinshasa),COD,Congo (Kinshasa),COD,Maniema,CD,,-0.73288938508,26.58332800160,0.00000000000,0,,1313,1313,0,3,3,-1.00000000000,,Lubutu,1,0,0.000000000000000,RDC,Maniema,07,Maniema,0702,LUBUTU,070205,MN Nord,Lubutu,07020501,OMS,0702B0301,0702B,Maniema Nord,Lubutu,10559.44868830000,184425.00000000000,17.47,1
